project_id,risk_rating_code,risk_rating,risk_rating_sequence,risk_rating_code_key
P090723,Stakeholders,L,12,SHR
P090723,Sector Strategies and Policies,M,12,SPI
P090723,Institutional Capacity,S,12,TCI
P090723,Technical Design,M,12,TDO
P090807,Environment and Social,L,15,EAS
P090807,Fiduciary,S,15,FMP
P090807,Macroeconomic,M,15,MEC
P090807,Overall,M,15,ORR
P090807,Political and Governance,H,15,PAG
P090807,Stakeholders,M,15,SHR
P090807,Sector Strategies and Policies,M,15,SPI
P090807,Institutional Capacity,S,15,TCI
P090807,Technical Design,L,15,TDO
P090990,Environment and Social,M,11,EAS
P090990,Fiduciary,S,11,FMP
P090990,Macroeconomic,M,11,MEC
P090990,Overall,M,11,ORR
P090990,Political and Governance,M,11,PAG
P090990,Stakeholders,L,11,SHR
P090990,Sector Strategies and Policies,M,11,SPI
P090990,Institutional Capacity,M,11,TCI
P090990,Technical Design,M,11,TDO
P091031,Environment and Social,S,15,EAS
P091031,Fiduciary,M,15,FMP
P091031,Macroeconomic,L,15,MEC
P091031,Overall,S,15,ORR
P091031,Political and Governance,M,15,PAG
P091031,Stakeholders,S,15,SHR
P091031,Sector Strategies and Policies,M,15,SPI
P091031,Institutional Capacity,S,15,TCI
P091031,Technical Design,S,15,TDO
P091092,Environment and Social,M,16,EAS
P091092,Fiduciary,H,16,FMP
P091092,Macroeconomic,S,16,MEC
P091092,Overall,H,16,ORR
P091092,Political and Governance,H,16,PAG
P091092,Stakeholders,S,16,SHR
P091092,Sector Strategies and Policies,S,16,SPI
P091092,Institutional Capacity,S,16,TCI
P091092,Technical Design,S,16,TDO
P091258,Environment and Social,L,17,EAS
P091258,Fiduciary,M,17,FMP
P091258,Macroeconomic,S,17,MEC
P091258,Overall,M,17,ORR
P091258,Political and Governance,M,17,PAG
P091258,Stakeholders,L,17,SHR
P091258,Sector Strategies and Policies,L,17,SPI
P091258,Institutional Capacity,L,17,TCI
P091258,Technical Design,L,17,TDO
P092217,Environment and Social,S,12,EAS
P092217,Fiduciary,S,12,FMP
P092217,Macroeconomic,S,12,MEC
P092217,Overall,S,12,ORR
P092217,Political and Governance,S,12,PAG
P092217,Stakeholders,S,12,SHR
P092217,Sector Strategies and Policies,M,12,SPI
P092217,Institutional Capacity,S,12,TCI
P092217,Technical Design,M,12,TDO
P092218,Environment and Social,S,13,EAS
P092218,Fiduciary,L,13,FMP
P092218,Macroeconomic,M,13,MEC
P092218,Overall,M,13,ORR
P092218,Political and Governance,S,13,PAG
P092218,Stakeholders,M,13,SHR
P092218,Sector Strategies and Policies,S,13,SPI
P092218,Institutional Capacity,M,13,TCI
P092218,Technical Design,M,13,TDO
P092353,Overall,H,22,ORR
P092353,Environment and Social,H,22,EAS
P092353,Fiduciary,S,22,FMP
P092353,Macroeconomic,M,22,MEC
P092353,Political and Governance,H,22,PAG
P092353,Stakeholders,S,22,SHR
P092353,Sector Strategies and Policies,L,22,SPI
P092353,Institutional Capacity,H,22,TCI
P092353,Technical Design,S,22,TDO
P092429,Environment and Social,L,13,EAS
P092429,Macroeconomic,M,13,MEC
P092429,Institutional Capacity,L,13,TCI
P092429,Fiduciary,L,13,FMP
P092429,Overall,M,13,ORR
P092429,Political and Governance,M,13,PAG
P092429,Sector Strategies and Policies,L,13,SPI
P092429,Stakeholders,L,13,SHR
P092429,Technical Design,L,13,TDO
P092537,Environment and Social,S,14,EAS
P092537,Fiduciary,S,14,FMP
P092537,Macroeconomic,S,14,MEC
P092537,Overall,H,14,ORR
P092537,Political and Governance,H,14,PAG
P092537,Stakeholders,S,14,SHR
P092537,Sector Strategies and Policies,S,14,SPI
P092537,Institutional Capacity,S,14,TCI
P092537,Technical Design,S,14,TDO
P092724,Environment and Social,S,13,EAS
P092724,Fiduciary,M,13,FMP
P092724,Macroeconomic,S,13,MEC
P092724,Overall,S,13,ORR
P092724,Political and Governance,H,13,PAG
P092724,Stakeholders,L,13,SHR
P092724,Sector Strategies and Policies,M,13,SPI
P092724,Institutional Capacity,M,13,TCI
P092724,Technical Design,M,13,TDO
P093132,Environment and Social,L,19,EAS
P093132,Fiduciary,L,19,FMP
P093132,Macroeconomic,M,19,MEC
P093132,Overall,M,19,ORR
P093132,Political and Governance,M,19,PAG
P093132,Stakeholders,L,19,SHR
P093132,Sector Strategies and Policies,M,19,SPI
P093132,Institutional Capacity,L,19,TCI
P093132,Technical Design,M,19,TDO
P093719,Environment and Social,L,16,EAS
P093719,Fiduciary,M,16,FMP
P093719,Macroeconomic,M,16,MEC
P093719,Overall,S,16,ORR
P093719,Political and Governance,M,16,PAG
P093719,Stakeholders,S,16,SHR
P093719,Sector Strategies and Policies,L,16,SPI
P093719,Institutional Capacity,S,16,TCI
P093719,Technical Design,S,16,TDO
P093765,Environment and Social,M,17,EAS
P093765,Fiduciary,M,17,FMP
P093765,Macroeconomic,M,17,MEC
P093765,Overall,M,17,ORR
P093765,Political and Governance,S,17,PAG
P093765,Stakeholders,L,17,SHR
P093765,Sector Strategies and Policies,M,17,SPI
P093765,Institutional Capacity,M,17,TCI
P093765,Technical Design,L,17,TDO
P093775,Environment and Social,L,17,EAS
P093775,Fiduciary,M,17,FMP
P093775,Macroeconomic,M,17,MEC
P093775,Overall,M,17,ORR
P093775,Political and Governance,S,17,PAG
P093775,Stakeholders,M,17,SHR
P093775,Sector Strategies and Policies,M,17,SPI
P093775,Institutional Capacity,M,17,TCI
P093775,Technical Design,M,17,TDO
P093806,Environment and Social,M,20,EAS
P093806,Fiduciary,S,20,FMP
P093806,Macroeconomic,M,20,MEC
P093806,Overall,S,20,ORR
P093806,Political and Governance,M,20,PAG
P093806,Stakeholders,M,20,SHR
P093806,Sector Strategies and Policies,M,20,SPI
P093806,Institutional Capacity,S,20,TCI
P093806,Technical Design,M,20,TDO
P094183,Environment and Social,M,7,EAS
P094183,Fiduciary,H,7,FMP
P094183,Macroeconomic,M,7,MEC
P094183,Overall,M,7,ORR
P094183,Political and Governance,M,7,PAG
P094183,Stakeholders,M,7,SHR
P094183,Sector Strategies and Policies,M,7,SPI
P094183,Institutional Capacity,S,7,TCI
P094183,Technical Design,S,7,TDO
P094755,Environment and Social,L,14,EAS
P094755,Fiduciary,M,14,FMP
P094755,Macroeconomic,H,14,MEC
P094755,Overall,H,14,ORR
P094755,Political and Governance,H,14,PAG
P094755,Stakeholders,M,14,SHR
P094755,Sector Strategies and Policies,M,14,SPI
P094755,Institutional Capacity,S,14,TCI
P094755,Technical Design,L,14,TDO
P094919,Environment and Social,M,11,EAS
P094919,Fiduciary,S,11,FMP
P094919,Macroeconomic,M,11,MEC
P094919,Overall,M,11,ORR
P094919,Political and Governance,M,11,PAG
P094919,Stakeholders,M,11,SHR
P094919,Sector Strategies and Policies,M,11,SPI
P094919,Institutional Capacity,M,11,TCI
P094919,Technical Design,L,11,TDO
P095003,Environment and Social,M,10,EAS
P095003,Fiduciary,H,10,FMP
P095003,Macroeconomic,H,10,MEC
P095003,Overall,H,10,ORR
P095003,Political and Governance,H,10,PAG
P095003,Stakeholders,M,10,SHR
P095003,Sector Strategies and Policies,S,10,SPI
P095003,Institutional Capacity,H,10,TCI
P095003,Technical Design,S,10,TDO
P095091,Environment and Social,S,14,EAS
P095091,Fiduciary,S,14,FMP
P095091,Macroeconomic,S,14,MEC
P095091,Overall,S,14,ORR
P095091,Political and Governance,S,14,PAG
P095091,Stakeholders,S,14,SHR
P095091,Sector Strategies and Policies,S,14,SPI
P095091,Institutional Capacity,S,14,TCI
P095091,Technical Design,S,14,TDO
P095129,Environment and Social,M,16,EAS
P095129,Fiduciary,S,16,FMP
P095129,Macroeconomic,M,16,MEC
P095129,Overall,S,16,ORR
P095129,Political and Governance,S,16,PAG
P095129,Stakeholders,M,16,SHR
P095129,Sector Strategies and Policies,S,16,SPI
P095129,Institutional Capacity,M,16,TCI
P095129,Technical Design,M,16,TDO
P095171,Environment and Social,M,15,EAS
P095171,Fiduciary,M,15,FMP
P095171,Macroeconomic,M,15,MEC
P095171,Overall,M,15,ORR
P095171,Political and Governance,M,15,PAG
P095171,Stakeholders,M,15,SHR
P095171,Sector Strategies and Policies,L,15,SPI
P095171,Institutional Capacity,M,15,TCI
P095171,Technical Design,L,15,TDO
P095210,Environment and Social,M,15,EAS
P095210,Fiduciary,L,15,FMP
P095210,Macroeconomic,M,15,MEC
P095210,Overall,M,15,ORR
P095210,Political and Governance,S,15,PAG
P095210,Stakeholders,L,15,SHR
P095210,Sector Strategies and Policies,M,15,SPI
P095210,Institutional Capacity,L,15,TCI
P095210,Technical Design,L,15,TDO
P095232,Environment and Social,L,12,EAS
P095232,Fiduciary,L,12,FMP
P095232,Macroeconomic,L,12,MEC
P095232,Overall,L,12,ORR
P095232,Political and Governance,L,12,PAG
P095232,Stakeholders,L,12,SHR
P095232,Sector Strategies and Policies,L,12,SPI
P095232,Institutional Capacity,L,12,TCI
P095232,Technical Design,L,12,TDO
P095235,Environment and Social,H,17,EAS
P095235,Fiduciary,H,17,FMP
P095235,Macroeconomic,M,17,MEC
P095235,Overall,H,17,ORR
P095235,Political and Governance,M,17,PAG
P095235,Stakeholders,H,17,SHR
P095235,Sector Strategies and Policies,S,17,SPI
P095235,Institutional Capacity,M,17,TCI
P095235,Technical Design,H,17,TDO
P095485,Environment and Social,M,14,EAS
P095485,Fiduciary,M,14,FMP
P095485,Macroeconomic,M,14,MEC
P095485,Overall,M,14,ORR
P095485,Political and Governance,M,14,PAG
P095485,Stakeholders,L,14,SHR
P095485,Sector Strategies and Policies,L,14,SPI
P095485,Institutional Capacity,M,14,TCI
P095485,Technical Design,L,14,TDO
P095673,Overall,M,17,ORR
P095673,Political and Governance,M,17,PAG
P095673,Macroeconomic,M,17,MEC
P095673,Sector Strategies and Policies,L,17,SPI
P095673,Environment and Social,L,17,EAS
P095673,Institutional Capacity,M,17,TCI
P095673,Stakeholders,L,17,SHR
P095673,Fiduciary,M,17,FMP
P095673,Technical Design,L,17,TDO
P095965,Environment and Social,L,18,EAS
P095965,Fiduciary,S,18,FMP
P095965,Macroeconomic,M,18,MEC
P095965,Overall,S,18,ORR
P095965,Political and Governance,S,18,PAG
P095965,Stakeholders,L,18,SHR
P095965,Sector Strategies and Policies,M,18,SPI
P095965,Institutional Capacity,S,18,TCI
P095965,Technical Design,L,18,TDO
P095977,Institutional Capacity,M,17,TCI
P095977,Stakeholders,L,17,SHR
P095977,Political and Governance,H,17,PAG
P095977,Technical Design,L,17,TDO
P095977,Sector Strategies and Policies,M,17,SPI
P095977,Overall,S,17,ORR
P095977,Fiduciary,M,17,FMP
P095977,Environment and Social,M,17,EAS
P095977,Macroeconomic,S,17,MEC
P096018,Environment and Social,S,12,EAS
P096018,Fiduciary,M,12,FMP
P096018,Macroeconomic,M,12,MEC
P096018,Overall,M,12,ORR
P096018,Political and Governance,M,12,PAG
P096018,Stakeholders,M,12,SHR
P096018,Sector Strategies and Policies,L,12,SPI
P096018,Institutional Capacity,M,12,TCI
P096018,Technical Design,M,12,TDO
P096021,Environment and Social,S,20,EAS
P096021,Fiduciary,M,20,FMP
P096021,Macroeconomic,M,20,MEC
P096021,Overall,S,20,ORR
P096021,Political and Governance,M,20,PAG
P096021,Stakeholders,L,20,SHR
P096021,Sector Strategies and Policies,M,20,SPI
P096021,Institutional Capacity,S,20,TCI
P096021,Technical Design,M,20,TDO
P096124,Environment and Social,S,14,EAS
P096124,Fiduciary,M,14,FMP
P096124,Macroeconomic,M,14,MEC
P096124,Overall,S,14,ORR
P096124,Political and Governance,M,14,PAG
P096124,Stakeholders,S,14,SHR
P096124,Sector Strategies and Policies,M,14,SPI
P096124,Institutional Capacity,M,14,TCI
P096124,Technical Design,M,14,TDO
P096302,Environment and Social,M,14,EAS
P096302,Fiduciary,M,14,FMP
P096302,Macroeconomic,S,14,MEC
P096302,Overall,S,14,ORR
P096302,Political and Governance,S,14,PAG
P096302,Stakeholders,L,14,SHR
P096302,Sector Strategies and Policies,M,14,SPI
P096302,Institutional Capacity,S,14,TCI
P096302,Technical Design,L,14,TDO
P096360,Environment and Social,L,18,EAS
P096360,Fiduciary,L,18,FMP
P096360,Macroeconomic,S,18,MEC
P096360,Overall,M,18,ORR
P096360,Political and Governance,M,18,PAG
P096360,Stakeholders,L,18,SHR
P096360,Sector Strategies and Policies,M,18,SPI
P096360,Institutional Capacity,S,18,TCI
P096360,Technical Design,M,18,TDO
P096367,Environment and Social,M,18,EAS
P096367,Fiduciary,M,18,FMP
P096367,Macroeconomic,M,18,MEC
P096367,Overall,S,18,ORR
P096367,Political and Governance,S,18,PAG
P096367,Stakeholders,H,18,SHR
P096367,Sector Strategies and Policies,M,18,SPI
P096367,Institutional Capacity,M,18,TCI
P096367,Technical Design,M,18,TDO
P096481,Environment and Social,L,20,EAS
P096481,Fiduciary,L,20,FMP
P096481,Macroeconomic,M,20,MEC
P096481,Overall,L,20,ORR
P096481,Political and Governance,M,20,PAG
P096481,Stakeholders,L,20,SHR
P096481,Sector Strategies and Policies,L,20,SPI
P096481,Institutional Capacity,M,20,TCI
P096481,Technical Design,L,20,TDO
P096532,Environment and Social,S,14,EAS
P096532,Fiduciary,S,14,FMP
P096532,Macroeconomic,M,14,MEC
P096532,Overall,S,14,ORR
P096532,Political and Governance,M,14,PAG
P096532,Stakeholders,S,14,SHR
P096532,Sector Strategies and Policies,S,14,SPI
P096532,Institutional Capacity,M,14,TCI
P096532,Technical Design,S,14,TDO
P096572,Environment and Social,M,19,EAS
P096572,Fiduciary,M,19,FMP
P096572,Macroeconomic,S,19,MEC
P096572,Overall,H,19,ORR
P096572,Political and Governance,H,19,PAG
P096572,Stakeholders,M,19,SHR
P096572,Sector Strategies and Policies,S,19,SPI
P096572,Institutional Capacity,M,19,TCI
P096572,Technical Design,M,19,TDO
P096931,Environment and Social,L,15,EAS
P096931,Fiduciary,S,15,FMP
P096931,Macroeconomic,M,15,MEC
P096931,Overall,S,15,ORR
P096931,Political and Governance,H,15,PAG
P096931,Stakeholders,L,15,SHR
P096931,Sector Strategies and Policies,S,15,SPI
P096931,Institutional Capacity,H,15,TCI
P096931,Technical Design,L,15,TDO
P096965,Environment and Social,H,20,EAS
P096965,Fiduciary,S,20,FMP
P096965,Macroeconomic,M,20,MEC
P096965,Overall,H,20,ORR
P096965,Political and Governance,H,20,PAG
P096965,Stakeholders,S,20,SHR
P096965,Sector Strategies and Policies,M,20,SPI
P096965,Institutional Capacity,H,20,TCI
P096965,Technical Design,M,20,TDO
P097026,Environment and Social,L,12,EAS
P097026,Fiduciary,S,12,FMP
P097026,Macroeconomic,H,12,MEC
P097026,Overall,S,12,ORR
P097026,Political and Governance,S,12,PAG
P097026,Stakeholders,L,12,SHR
P097026,Sector Strategies and Policies,M,12,SPI
P097026,Institutional Capacity,S,12,TCI
P097026,Technical Design,M,12,TDO
P097201,Environment and Social,M,20,EAS
P097201,Fiduciary,H,20,FMP
P097201,Macroeconomic,L,20,MEC
P097201,Overall,H,20,ORR
P097201,Political and Governance,S,20,PAG
P097201,Stakeholders,L,20,SHR
P097201,Sector Strategies and Policies,M,20,SPI
P097201,Institutional Capacity,H,20,TCI
P097201,Technical Design,M,20,TDO
P097985,Environment and Social,M,14,EAS
P097985,Fiduciary,S,14,FMP
P097985,Macroeconomic,S,14,MEC
P097985,Technical Design,M,14,TDO
P097985,Institutional Capacity,S,14,TCI
P097985,Stakeholders,M,14,SHR
P097985,Overall,S,14,ORR
P097985,Sector Strategies and Policies,S,14,SPI
P097985,Political and Governance,S,14,PAG
P098151,Political and Governance,S,15,PAG
P098151,Technical Design,M,15,TDO
P098151,Macroeconomic,M,15,MEC
P098151,Fiduciary,S,15,FMP
P098151,Overall,S,15,ORR
